generation,n_finished,effort.alpha_mean,effort.alpha_std,effort.beta_dist_mean,effort.beta_dist_std,effort.gamma_team_mean,effort.gamma_team_std,effort.delta_energy_mean,effort.delta_energy_std,effort.gamma_match_mean,effort.gamma_match_std,sustain.bias_mean,sustain.bias_std,sustain.k_gap_mean,sustain.k_gap_std,weights.lambda_speed_mean,weights.lambda_speed_std,weights.lambda_energy_mean,weights.lambda_energy_std,weights.lambda_risk_mean,weights.lambda_risk_std,weights.beta_loss_mean,weights.beta_loss_std,utility_mean,utility_std,utility_min,utility_max,utility_range
49,50,0.05785788023762189,0.06779292498371445,-0.33201489583676697,0.023882111855869012,0.33893379404274293,0.08846977419369186,-0.4972727538879361,0.04510806609077265,-0.39509197999695395,0.04958045725819061,-0.4188724908691837,0.10726044715829267,0.2998530747541781,0.030227809054117545,1.0309538663312454,0.11448366237401023,1.5113211930368486,0.10715061016142169,0.433361920108655,0.07532940010442542,2.0340813862297886,0.03549689609194812,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
50,50,0.059929612648314194,0.06829149705885973,-0.3301076829575433,0.02362285044072975,0.338367930734726,0.08784168612972428,-0.49842690509754967,0.04490467929714795,-0.39071618797560514,0.04619657028861856,-0.41700871469566536,0.1040726862195718,0.29723513830016907,0.029965517424129673,1.0381386347381276,0.1138074321579316,1.502800567688893,0.09577247147010143,0.4364866364149407,0.07382471204376577,2.03445674744703,0.03281216523380234,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
51,50,0.05630810675419184,0.04956802656457274,-0.3329151989107753,0.022025565967403522,0.329778527480947,0.06562308997793441,-0.49786532977063774,0.04640033828044912,-0.3936116270758,0.04266753747257994,-0.41638993455115647,0.10165255409669471,0.2950392369927701,0.02644362678274605,1.0249982624536702,0.0704832033359597,1.5035090810332348,0.10316229057926417,0.42956963684506666,0.05832735536874701,2.0334270838400275,0.03186025802597738,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
52,50,0.05758176391482234,0.039122343693249725,-0.32942240823829944,0.021834327553904215,0.3330717503749066,0.055747290187625996,-0.5001851005079727,0.041830279095247655,-0.38987360482817185,0.040967671796194725,-0.4309618084117998,0.09477113213496532,0.2987249588528041,0.022728729663369085,1.0244659610816884,0.06389748802223598,1.5020333832194022,0.10064378471645245,0.4311288102659631,0.05333155838072821,2.0319673960038616,0.029475716264314264,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
53,50,0.055038316906255005,0.04254754702351322,-0.3278695275905744,0.022710708205701806,0.32995229640889107,0.05599740124817891,-0.4975430060338365,0.044217560771052586,-0.3883223203842902,0.038975744939250316,-0.4220397263293224,0.09758314483889258,0.3016818005388219,0.025442333758446616,1.0217900288936514,0.06366604188324816,1.5078089736326412,0.10018952325856112,0.429513125722057,0.052926281158569476,2.0295894050590384,0.026631540361760263,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
54,50,0.05731184220658445,0.041506537330407954,-0.3277177403474779,0.02258174470180382,0.33361617127650384,0.053844790022079786,-0.49820393388881745,0.04245695028151202,-0.39123853466581515,0.03964509526540482,-0.42586482475815973,0.09157213319092143,0.30091582833326064,0.024744501370051776,1.0274739125891028,0.058322046867476385,1.507506685180753,0.09386075546160948,0.4302225823079726,0.05183972435339502,2.035849255504427,0.02588031730995412,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
55,50,0.06543197110898485,0.03809180283303454,-0.32831773205954834,0.02160347001389879,0.34319458109586093,0.04775148882073214,-0.5008797311223813,0.03369400772826973,-0.395050166776928,0.0411026305304246,-0.42273478921753194,0.0809389613286244,0.3006947707046752,0.02381283427976544,1.0369328301331304,0.0570177082337624,1.508493125098543,0.08377974194931459,0.4370484419024373,0.04805118884435293,2.0406092664173876,0.023882287364405962,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
56,50,0.06944745203491556,0.038529253933633836,-0.32702976153057545,0.01979801269520539,0.3445155279286502,0.044043001070823665,-0.5028418297499061,0.03316072993308523,-0.39102975089895253,0.04040899874042544,-0.4293360784563853,0.0771410916429154,0.29985275032496167,0.019287202491470246,1.0424489660689886,0.05629761655829123,1.5006151198454611,0.07667304953793433,0.4431213901795559,0.04737719834725942,2.0402294444012945,0.02229019226853714,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
57,50,0.07105176025558367,0.037352042934913135,-0.32398334374187693,0.01963720295463698,0.3435893035382978,0.0431297885847747,-0.5030576666753092,0.034060470205826796,-0.3861109608709302,0.03824304338914136,-0.43696675291890097,0.08033198438443793,0.30138561188049007,0.02008661141830251,1.0449055284238995,0.055205599517964506,1.4913969091618062,0.07570192396127388,0.4473308823198274,0.046180333907220775,2.0374075718423055,0.020963811288776748,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
58,50,0.06824412986353628,0.0313290976671979,-0.32024275463335977,0.020076314101953055,0.33846067681734804,0.03915317638378131,-0.49968573550802253,0.030994155328014982,-0.3857459427121131,0.035292225267176826,-0.44178579896204256,0.07126904547485877,0.30095903370658605,0.02001882068043592,1.0437763768522663,0.048296300760327794,1.4911824771927462,0.06842656444053512,0.4457179354177252,0.040515720270296506,2.037543715217995,0.018761490282274935,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
59,50,0.064764252440285,0.03325914064253526,-0.3208250157851207,0.02098079147419377,0.33887847552441763,0.039776217731793136,-0.4950280553070364,0.034933679933525565,-0.3849409902451749,0.03652132764149964,-0.43694088129759256,0.07760754652565088,0.2980774766094587,0.018256907463135658,1.0377595008784848,0.05219247973975584,1.4950008267604777,0.07636728403532708,0.4453960539607741,0.04328387344653308,2.035680390300085,0.019819057662860833,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
60,50,0.06335847512546816,0.033498764620374745,-0.3197810460594204,0.022629810686077292,0.33929412613779725,0.039490493226931156,-0.49392614414505415,0.034057187814077516,-0.38131512162452946,0.0373369366189815,-0.4378388579879199,0.07657582811345111,0.29963423004669454,0.018028143597866336,1.0353116798371012,0.05144615673638678,1.4965863357423976,0.07396276615935757,0.4432757467844604,0.04287228787427314,2.034282310786306,0.019873422320602414,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
61,50,0.06280276942727335,0.03069715109171357,-0.3147162198950105,0.023135993188612366,0.33920997017120114,0.03721954177662691,-0.49767021176995735,0.03013881716235323,-0.3784637702110465,0.036421004815880925,-0.4461073855806708,0.06841383241660537,0.299847607984648,0.017221230758607393,1.0380434030037728,0.04369900652225789,1.4892383480019629,0.06428831905651854,0.446731861875283,0.03897501324328364,2.0344007602746474,0.016647941329629243,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
62,50,0.06418655508554658,0.029457967930386072,-0.31225748725277436,0.019671517486525583,0.33985702334046763,0.03535592522731515,-0.5010321947466376,0.02730011691194317,-0.3746130428844665,0.0346199456442689,-0.4470750416949366,0.06494116965443153,0.30048007632068846,0.016832654455061845,1.0342558670643707,0.04487131490441967,1.4833440034437344,0.06064194349387262,0.4492363437042706,0.036957800665276964,2.0343115852973477,0.013911719472281793,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
63,50,0.06646293008415508,0.024360899314378646,-0.31416986970765326,0.017572722461330955,0.3372866554972563,0.03109105052326575,-0.5050092780253066,0.02474286966741206,-0.37964999504274616,0.04225576969289063,-0.4471654459668821,0.06329988977068828,0.2994977999723554,0.02042837441159449,1.0391874226926667,0.04224491461059798,1.4769301818955944,0.05301243467358086,0.4488152253470504,0.03677758784982884,2.0350701038630636,0.013436859045526455,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
64,50,0.06755830276026778,0.020167372709274198,-0.31440618197286374,0.016220056366593686,0.3365686415019049,0.029388288949413307,-0.505896882655649,0.02051144848924792,-0.3775268739777223,0.04018844483215088,-0.45143726960905983,0.05358860694583613,0.3010296829007349,0.02087833200544597,1.0419487172602895,0.0366755578459098,1.4684569002758185,0.036962431903626324,0.4507475482026903,0.0291540948518663,2.034542540157798,0.011212714744975876,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
65,50,0.061465628247253656,0.018696812346412454,-0.31487499935691404,0.01532814661288066,0.3317128979103112,0.028774604998248382,-0.5013993965239937,0.020583183363072462,-0.37726419125118793,0.03964331797724818,-0.44746970469090447,0.05177287214171323,0.3006339824458598,0.020291198784081962,1.035125835201397,0.03598189659337272,1.4718307784283677,0.04061315700097865,0.44715158137656363,0.02803047186431754,2.032702769853667,0.010441642503591432,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
66,50,0.06232045925854791,0.016728849685745433,-0.3167937122118771,0.016587764755376228,0.3314015064103814,0.025063915127803912,-0.501403820330878,0.01790527091089042,-0.38335180818454745,0.0472373405035098,-0.4418781683004486,0.0551446471643905,0.2976506403861692,0.021810840410595413,1.0347184046922575,0.03925304784908766,1.4712684359225536,0.03728140777364961,0.44392030875785266,0.02713136948795408,2.034496631544444,0.011377596960013827,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
67,50,0.0631881700504447,0.015533132678523097,-0.3156974890030889,0.01656178287711975,0.33347496276064625,0.024951240204651767,-0.501387230084619,0.01761709802794923,-0.38268583159894287,0.04439629599736042,-0.44026079730768003,0.05328512346233021,0.29780626078752254,0.020802021063741308,1.0321203361233522,0.03737144821443458,1.4744831126333702,0.03495492832200901,0.4436549763574812,0.02657496012697973,2.03476594482561,0.01299952687849792,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
68,50,0.06278220395701131,0.014622792835317564,-0.3168880853081764,0.017110115876752544,0.3301352944579711,0.025351277602092936,-0.4984623974036677,0.019212380263368706,-0.3856278204908313,0.046695968718714176,-0.4358335644702204,0.055197294516983623,0.2962300667093437,0.021647195690387047,1.031818927993899,0.03409394380811579,1.477485720209783,0.03330669405814373,0.4398685281275627,0.02704594156319144,2.034578790324337,0.013906694059315354,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
69,50,0.06003466700605407,0.015044938876215193,-0.3159303020216286,0.01724134619058227,0.3301429179582534,0.02344292117669383,-0.49797927828885613,0.020089598207354526,-0.390682729694996,0.04572020084915695,-0.4310377272041026,0.05417898874586309,0.2977718828280262,0.02269539803903603,1.0352611874907878,0.03197246583245035,1.481949435148486,0.03263704052447364,0.439631928830121,0.026852603553199086,2.034426833375221,0.013786733674641229,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
70,50,0.061435208149342585,0.015558404006138834,-0.3151812636840265,0.017544940374648113,0.33088569346954855,0.021785312173820036,-0.4981186511656836,0.01911718255344975,-0.39069264936675824,0.0417678617122401,-0.4316493576707225,0.04629566227740164,0.2991373723693538,0.021107823758483173,1.0397881002749256,0.030554358037487173,1.4860462600848885,0.02688596608724168,0.44044135448188787,0.02223458485280485,2.032365378855853,0.012228835281869386,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
71,50,0.061507467771244224,0.015503740532817108,-0.31235156961832033,0.017053682819015068,0.33352972889154797,0.021193937037869738,-0.4984569198280015,0.017684930506053513,-0.3899035046438384,0.03949950230126241,-0.43213034057817445,0.04535772411989039,0.3000068377038615,0.02141723268138813,1.039593166334982,0.029267007617653662,1.4862426667597055,0.026404870249032115,0.441464680881893,0.021188192467846933,2.03417222567762,0.012850953217258118,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
72,50,0.06082530889446731,0.015397914174580432,-0.31212156424509907,0.016223239604550094,0.3322991284307044,0.019487621654750254,-0.4981995851256337,0.016536860023573737,-0.3892333778224269,0.03886904333409659,-0.43479780935515533,0.04458744263625005,0.302150804149633,0.021155784367804666,1.0373203265689244,0.031414223355116566,1.4844496379135734,0.026791317145646046,0.4423109698351024,0.020076507824987207,2.0332793139351812,0.012032966297317739,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
73,50,0.061017810925625346,0.014597414094169413,-0.31306559945443946,0.01822909271070262,0.3336664975510516,0.022912623452631252,-0.49918274610822533,0.016360717880282465,-0.39356704334803166,0.042399616568488445,-0.43062702004951536,0.0488527236611228,0.29752529268094563,0.022193953888923135,1.040811562650715,0.028081418697581326,1.4873577033125998,0.02555548416473022,0.43750513566673266,0.022372873803385034,2.0345640976660175,0.012367773124496422,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
74,50,0.059924091600865745,0.014816890964762418,-0.31076185466889944,0.01953696627132423,0.33375734357051534,0.020687483495832663,-0.49757555997069103,0.016623361817032306,-0.3947198510889185,0.04191116674849605,-0.4293475593877013,0.04865726679742122,0.2995906126793829,0.022050221905912756,1.045870755055072,0.02535256516829027,1.4876108463438709,0.02536773522621814,0.43872945416548786,0.02273659700343884,2.036873359565092,0.01220024075501587,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
75,50,0.06348338668545286,0.016955997813474784,-0.3103029625329159,0.017892281225271908,0.3370222919643157,0.01987325714412659,-0.4953651175328481,0.016902377010824577,-0.39513057972531723,0.03825119399787819,-0.42893969180453767,0.04369614285576975,0.30047759195068524,0.021165579056386507,1.0480581206852828,0.026057749171964375,1.4895990209533185,0.024528187355416925,0.4403008236181998,0.02212048298102109,2.0366981652722296,0.011633360542667691,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
76,50,0.06362910920072497,0.016676363770737595,-0.30937186257025373,0.016786737427296368,0.33849944406938726,0.019380472466756032,-0.49664897002830927,0.01687331461259478,-0.39046334824798073,0.028615923681438414,-0.43431296983003065,0.03327636838102623,0.30335578342059505,0.01703099599625703,1.0458641026330255,0.02553825461795399,1.4879540304088803,0.023453874866911195,0.4444580862869081,0.018384026717567975,2.035474399658415,0.013772696514210182,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
77,50,0.06561548217462311,0.01514695169619072,-0.3110059594977089,0.02055603920859984,0.3368997403849725,0.01890231788562394,-0.4960437037309921,0.01731015792601462,-0.39610016607490567,0.033494021919278125,-0.4273360754030134,0.03812467878695074,0.3003544899281388,0.01543900051300297,1.0495750286749772,0.023043462725723916,1.487681091049993,0.022515567334193357,0.44252088020107905,0.02086467286254004,2.0369831339997666,0.01436217216562579,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
78,50,0.06297427331515153,0.015672666138873484,-0.30965921597922086,0.01815989810977778,0.33611675582694317,0.021752699282691898,-0.4983608601767888,0.019318164507160375,-0.3921310007663621,0.0320062969602964,-0.4315759351622912,0.0361484856109583,0.3012210603642619,0.014620820500114528,1.0481814812588721,0.023076562075537106,1.487149202679947,0.024149786193411318,0.4429582095355191,0.02006542201459938,2.035843964446517,0.015478964294905069,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
79,50,0.06203361628996305,0.0162535011071411,-0.31158433130579727,0.01876870191434103,0.3371596588215262,0.022590360722717542,-0.4959655105275521,0.01841606904733615,-0.3958708246534044,0.03214795584259572,-0.42819345684379406,0.04014120737883644,0.30118232064445916,0.017713824138557176,1.0487815026948317,0.02061879740683887,1.4866968623102912,0.025008266619069096,0.4399912132555603,0.021992894430923445,2.0336503547360234,0.01454863561094488,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
80,50,0.06279078713799499,0.014817255695576055,-0.31074175275132027,0.01907960177175882,0.3376748052407692,0.022120005912984266,-0.4944667062971558,0.01766008434883215,-0.3971818189738926,0.030268822863095804,-0.4284355206635084,0.0384155013856378,0.3017456161320562,0.016442154216748602,1.0492334377475956,0.019933901830722738,1.4837684955330515,0.02489921425135564,0.44113581943612074,0.020893280051119352,2.0347166683248568,0.014466837304946268,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
81,50,0.060103242055798554,0.014123844392785943,-0.31235258480549855,0.0175786510658266,0.3342177497462514,0.01989865333568653,-0.4924692174845255,0.01723950147026546,-0.3959337755578886,0.026748567451050316,-0.4255595912628457,0.03435279336408227,0.3016122129540136,0.013792056215139174,1.049537532230373,0.018866724145003542,1.4841153292679852,0.023952545038139445,0.43866396855785994,0.022157541760269454,2.0364332657400928,0.014825883249630778,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
82,50,0.06274968400968679,0.014480701018055682,-0.31142721704583315,0.016451985155663033,0.33395129902780607,0.017906155228339795,-0.49065106677028353,0.01730415968538063,-0.395435071683362,0.026749928846645937,-0.42383810539050515,0.030878215063661844,0.3009286596068094,0.014465637293229099,1.0510207524919626,0.02062334913650773,1.4855378426192247,0.022792636107959147,0.4408306392567578,0.01939178626654091,2.03579560742542,0.013962900559643806,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
83,50,0.06299700662712791,0.013293546815436234,-0.308888730375693,0.017315005612719966,0.332566511078649,0.017691265836202258,-0.4898267778285638,0.01742775661358974,-0.39748031583644317,0.026417161969118724,-0.4206609152420681,0.02990928440284688,0.29819608150595955,0.013462503176140669,1.0491415630687948,0.019991245918859618,1.4870401111658897,0.019781828688404477,0.44060923467762053,0.021360020769614123,2.035637165302123,0.01394751031864177,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
84,50,0.06567978102308233,0.012712859221019527,-0.30716981994879555,0.019509609149623883,0.33211892363461265,0.016288857919302895,-0.48804205163651426,0.016463847506977065,-0.4009225669277658,0.025290787757984608,-0.4182746263890588,0.028925651102183904,0.2988872766453167,0.013122924377262514,1.0504369422280608,0.015786270476064203,1.486676818041261,0.01729185289879825,0.4415518395457534,0.02207537886593298,2.03661123166536,0.014488636337253287,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
85,50,0.06623145073408396,0.013421266032129772,-0.30535762137214384,0.019910080391021847,0.33139519486128227,0.016374158806778942,-0.48896314145171843,0.015152328244130037,-0.40338284968092575,0.025457254933766552,-0.41723582600804854,0.03247566831080063,0.29849751723008594,0.014226398735665573,1.0488429165043427,0.014483843923242236,1.4874837037738222,0.01705031394528677,0.440908083115059,0.023325122639384382,2.0386650331412275,0.016885254382444117,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
86,50,0.0676868719879052,0.012723428523550614,-0.3022537010955527,0.019192828500354222,0.3314679222554437,0.015156679858564103,-0.4894869929896947,0.015584150067372762,-0.39909529219329604,0.025271753146275732,-0.42209889993532873,0.02859223419914905,0.29931441962912303,0.012033062560644398,1.047166834563998,0.014444906516124158,1.4898086290415433,0.01645011427373328,0.4424112632616364,0.020841563322266436,2.036900910358837,0.01623334288774101,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
87,50,0.06883665745802559,0.012093465066374268,-0.2984345183961362,0.01922816389200183,0.32954069480473724,0.013353942389071779,-0.4891723463884944,0.014730166738403196,-0.404960632737504,0.027310633621048047,-0.4223084444320732,0.025147612800809124,0.30059867766493825,0.01197530203510682,1.0461927727573113,0.014752356204723245,1.4907971154383768,0.014044076956258101,0.4452899845361599,0.021263535772623243,2.0388465724480507,0.015481274503909086,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
88,50,0.06869114647356088,0.01244012324747259,-0.2986120735246813,0.018547420096996725,0.3306108217568249,0.013323069457255587,-0.4888875306218769,0.014714802846710015,-0.4117919294415245,0.0259788216213361,-0.4186742312204909,0.024612551370847176,0.30128300287645954,0.012757080314706869,1.0464035327171877,0.014638748188549293,1.4905793067626913,0.014648512243290068,0.44411321819905114,0.02097008154315299,2.0394536753527923,0.015877144533161337,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
89,50,0.06654757637207755,0.013703077350772428,-0.30105958317893766,0.019014467286027976,0.32965973979721214,0.013718716896747113,-0.48903760289219256,0.015478096867058025,-0.41438917521129576,0.023820126046940223,-0.41522314127403376,0.024132999556807786,0.3006330914631613,0.01251238949416314,1.0444644429856182,0.013559730531284531,1.491825024123374,0.013301576620561768,0.4420734415523974,0.021151468359253665,2.0401830347128436,0.016228291733449814,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
90,50,0.06570473262389462,0.01342554391988994,-0.2970559436721549,0.018798965604297148,0.33094189780846894,0.01402281911655555,-0.4894813418285981,0.014573457202405242,-0.41360931609216045,0.024105153424127366,-0.4172040484428778,0.024611422775099992,0.3021086542245018,0.013390989051584947,1.0454281761153383,0.012679823189390965,1.489295897044707,0.015196536368724704,0.44513308374239324,0.021002861071174276,2.041087135788317,0.015437253835436295,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
91,50,0.06439775837372375,0.013677665664260905,-0.2997593921182701,0.019433803253608547,0.3277977430389092,0.013227811817751378,-0.48596594460931564,0.013729934982414515,-0.4111396085166123,0.023563027037898775,-0.41392156123843565,0.022982237093956998,0.30490448665129805,0.014764167455091407,1.048259147333765,0.011713385305057205,1.487047560770258,0.015400664122486455,0.44240212099047227,0.020716344046878613,2.0413388620849298,0.015815917687332086,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
92,50,0.0641355571192758,0.011822303519699073,-0.3003014540430506,0.019155306147915958,0.3270918651791442,0.013179162224357631,-0.4895308006883384,0.0139494836784513,-0.4108297706887581,0.02141283850080402,-0.415021798250174,0.017343475805879,0.30624112063824666,0.01288757683749324,1.046447721427653,0.01122899371601141,1.4869989466767477,0.015731808897695012,0.4419621313079896,0.019763017771051345,2.0395159543967805,0.01772805729003121,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
93,50,0.06441449504647996,0.011534346600302973,-0.2997571873027709,0.018806636045912716,0.3264383365807174,0.013190973250306205,-0.4880260821813569,0.013871662608110175,-0.4071677458287464,0.02140092675105726,-0.4172595497541579,0.016989482975853693,0.3070090583509894,0.013156696578588643,1.0467182981000396,0.011243099415945328,1.4856807235442062,0.01427424414264149,0.4427511618850359,0.017963312072190405,2.0367437847100143,0.018488721184152835,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
94,50,0.06384823111167376,0.011306464427966394,-0.29908873822689375,0.018807399232830348,0.32461252168637156,0.012567846830787096,-0.4886540075490246,0.014165448742055557,-0.4082566448321436,0.021843261911635162,-0.41758239796404545,0.016170904744458033,0.3085531338529564,0.011286642197888604,1.0461163757424745,0.01187932664474174,1.4866359538103853,0.01383355105417738,0.44282124264815903,0.017368706542992975,2.039066369577288,0.019686744849514666,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
95,50,0.0641588259742504,0.011175474183668122,-0.29825310333749877,0.01872675392675676,0.32512458228385427,0.012514732584403988,-0.4887751380348127,0.014312881088787643,-0.41197063067465817,0.02150633082478104,-0.4184447506039983,0.017288147311920903,0.30700396699531096,0.010976941931422738,1.0436101904964705,0.010435059875896406,1.4875997651914035,0.014064789682597355,0.4458089066126168,0.01760196090877287,2.039854856853393,0.020425181346468542,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
96,50,0.06349700779949019,0.011365073046400208,-0.29643197257360693,0.018757333839164506,0.32620093829065594,0.013427549422592985,-0.4910216494740363,0.015212004316862414,-0.4108559388481688,0.01988553507516529,-0.42106967069686124,0.01879027160115359,0.30770512431846553,0.010727457744221762,1.0423906377278365,0.009708950519376843,1.486589022761846,0.013213410290500455,0.44541487369085486,0.01813458223797653,2.039163837381675,0.019799806408279174,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
97,50,0.06434394392524198,0.011395108074256855,-0.29582575435099223,0.01785198580302074,0.326553605024911,0.012716084623630962,-0.4930436412671836,0.015357302505953163,-0.41258753804659026,0.018621326034742283,-0.4201361816709124,0.01734893653191928,0.3075386868575611,0.010717777980999524,1.0404287053067103,0.009483683022213179,1.4878434461877557,0.013069990472303126,0.44340514218018057,0.019560547877314722,2.03946601078706,0.019897796932518162,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
98,50,0.06413825907794625,0.01012254643914798,-0.29793294312574814,0.017271571661894136,0.32580206587165683,0.012555092421963456,-0.49042794976955656,0.016891071734623397,-0.41455796107275716,0.018515491090718355,-0.4198857345379041,0.015989113250672603,0.3088385346544037,0.011218579817929434,1.0431006253347195,0.009871097573711358,1.4867928137653583,0.015077102070281076,0.4420941927801227,0.017343590580861483,2.0405263003871603,0.019853413533626758,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
99,50,0.06550623387161195,0.01108768076238415,-0.2985980773099287,0.021620427129507246,0.3246229861829671,0.01213736974118661,-0.48923303125489653,0.016189952454569837,-0.41476854135369573,0.017567620798816783,-0.420706064645901,0.016032946869175377,0.3107848625756102,0.010493844813689588,1.044838785979617,0.010558951099142523,1.4871887169295064,0.016396145137072854,0.44185251299395184,0.01811248391687685,2.0422503963937926,0.0204323588149352,0.12132979101871011,0.3613258632932933,6.149759759173212e-09,2.0,1.9999999938502402
